Iteration,Odd Object,Weight,All Objects,,TEST
1593,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
1594,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
1595,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
1596,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
1597,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
1598,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
1599,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
1600,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
1601,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
1602,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
1603,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
1604,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
1605,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
1606,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
1607,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
1608,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
1609,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
1610,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
1611,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
1612,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
1613,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
1614,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
1615,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
1616,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
1617,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
1618,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
1619,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
1620,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
1621,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
1622,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
1623,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
1624,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
1625,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
1626,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
1627,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
1628,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
1629,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
1630,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
1631,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
1632,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
1633,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
1634,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
1635,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
1636,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
1637,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
1638,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
1639,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
1640,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
1641,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
1642,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
1643,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
1644,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
1645,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
1646,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
1647,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
1648,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
1649,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
1650,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
1651,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
1652,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
1653,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
1654,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
1655,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
1656,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
1657,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
1658,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
1659,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
1660,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
1661,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
1662,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
1663,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
1664,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
1665,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
1666,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
1667,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
1668,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
1669,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
1670,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
1671,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
1672,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
1673,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
1674,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
1675,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
1676,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
1677,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
1678,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
1679,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
1680,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
1681,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
1682,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
1683,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
1684,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
1685,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
1686,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
1687,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
1688,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
1689,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
1690,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
1691,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
1692,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
1693,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
1694,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
1695,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
1696,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
1697,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
1698,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
1699,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
1700,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
1701,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
1702,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
1703,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
1704,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
1705,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
1706,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
1707,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
1708,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
1709,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
1710,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
1711,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
1712,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
1713,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
1714,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
1715,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
1716,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
1717,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
1718,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
1719,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
1720,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
1721,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
1722,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
1723,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
1724,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
1725,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
1726,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
1727,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
1728,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
1729,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
1730,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
1731,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
1732,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
1733,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
1734,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
1735,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
1736,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
1737,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
1738,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
1739,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
1740,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
1741,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
1742,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
1743,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
1744,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
1745,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
1746,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
1747,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
1748,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
1749,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
1750,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
1751,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
1752,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
1753,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
1754,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
1755,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
1756,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
1757,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
1758,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
1759,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
1760,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
1761,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
1762,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
1763,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
1764,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
1765,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
1766,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
1767,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
1768,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
1769,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
1770,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
1771,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
1772,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
1773,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
1774,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
1775,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
1776,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
1777,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
1778,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
1779,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
1780,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
1781,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
1782,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
1783,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
1784,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
1785,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
1786,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
1787,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
1788,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
1789,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
1790,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
1791,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
1792,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
1793,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
1794,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
1795,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
1796,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
1797,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
1798,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
1799,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
1800,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
1801,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
1802,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
1803,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
1804,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
1805,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
1806,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
1807,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
1808,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
1809,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
1810,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
1811,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
1812,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
1813,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
1814,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
1815,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
1816,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
1817,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
1818,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
1819,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
1820,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
1821,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
1822,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
1823,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
1824,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
1825,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
1826,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
1827,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
1828,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
1829,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
1830,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
1831,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
1832,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
1833,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
1834,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
1835,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
1836,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
1837,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
1838,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
1839,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
1840,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
1841,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
1842,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
1843,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
1844,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
1845,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
1846,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
1847,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
1848,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
1849,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
1850,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
1851,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
1852,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
1853,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
1854,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
1855,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
1856,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
1857,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
1858,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
1859,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
1860,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
1861,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
1862,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
1863,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
1864,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
1865,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
1866,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
1867,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
1868,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
1869,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
1870,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
1871,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
1872,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
1873,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
1874,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
1875,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
1876,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
1877,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
1878,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
1879,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
1880,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
1881,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
1882,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
1883,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
1884,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
1885,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
1886,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
1887,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
1888,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
1889,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
1890,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
1891,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
1892,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
1893,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
1894,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
1895,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
1896,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
1897,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
1898,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
1899,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
1900,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
1901,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
1902,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
1903,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
1904,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
1905,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
1906,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
1907,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
1908,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
1909,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
1910,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
1911,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
1912,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
1913,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
1914,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
1915,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
1916,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
1917,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
1918,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
1919,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
1920,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
1921,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
1922,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
1923,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
1924,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
1925,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
1926,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
1927,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
1928,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
1929,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
1930,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
1931,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
1932,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
1933,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
1934,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
1935,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
1936,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
1937,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
1938,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
1939,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
1940,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
1941,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
